,stock,sample_mean,interval_left,interval_right
83,TDP,1.0009897309976097,0.9976885492539059,1.0043018357903082
206,HVH,0.999409885826434,0.9976061570077412,1.0012168758896856
251,GEG,0.9992399350931782,0.9976004177484559,1.0008821469206572
387,THI,0.9994757048194755,0.9975808822094611,1.0013741264887617
60,TLD,0.9991807394360088,0.997503138951537,1.00086116130848
388,CLG,0.9985553010637198,0.9974935230956065,0.9996182092371203
41,TNI,0.9988511831334159,0.9974921778645522,1.00021203994093
101,SGR,0.9998423831408315,0.9974869600192205,1.0022033682580416
57,TGG,0.9998679032073438,0.9974809497719767,1.0022605685780654
80,TDG,0.9990327697758483,0.9973397857413995,1.000728627650268
230,HSL,0.9990552994903086,0.9972842031534871,1.000829541151426
394,PPI,0.9983489023426061,0.9972692425241712,0.9994297310182301
395,STT,0.9992016394674553,0.9972524338153744,1.0011546549900818
419,VNA,0.9983488335914636,0.9972046951971755,0.9994942847078755
245,FRT,0.9987877931901682,0.9971558115418796,1.000422445799273
108,SJF,0.9988667967617296,0.9971015611103209,1.0006351575279977
246,FTM,0.9985769567344707,0.9970646496443448,1.0000915576304552
18,YBM,0.9990129959676229,0.997017107949509,1.0010128794728244
269,DBT,1.0011683428538438,0.9969890032249427,1.005365202114032
421,ATA,0.9981903148473013,0.9968772884771635,0.9995050706562261
173,NHA,1.0030449045097882,0.9968684502927867,1.009259627152963
420,VNH,0.9984534601373598,0.9967785002816248,1.0001312345507096
49,TTB,0.9982531271180446,0.9964113967498408,1.000098261673274
164,MIG,1.000172629258061,0.996120933992141,1.0042408046861455
40,TNH,0.9998016174481597,0.9960815000337474,1.0035356285786752
29,VIX,1.0013309388545715,0.9953138306606631,1.0073844231038525
389,ATG,0.9970912861169309,0.9951559415923044,0.999030394432007
397,CDO,0.9968276355276056,0.9951171465125176,0.9985410646715829
48,TTA,0.9980384273170421,0.995090199082422,1.0009953904881848
19,YEG,0.9964457385808675,0.9944052497090821,0.9984904144728212
358,ADG,0.9966678483840239,0.9941303225771535,0.999211851246341
348,BKG,0.9978888782039652,0.9940105660181033,1.0017823223269766
36,VCA,0.998971267394955,0.9937590436569537,1.0042108290238347
392,HTT,0.9956935533999034,0.9936783384790168,0.9977128552481388
50,TTE,0.9982552202942921,0.9932104869196374,1.0033255769735299
219,HHP,0.9968179229923722,0.9918396680471735,1.0018211648614634
399,VND,1.0509088354796314,0.9905131899923486,1.1149870508010966
391,LMH,0.9932729397177621,0.9903489565640902,0.9962055558663256
412,BSI,1.120165549337026,0.989223702055081,1.268439944690745
96,SVD,0.9947689527004386,0.989007537130384,1.0005639311182215
406,NSC,1.0280583468751654,0.9831755439918847,1.074990088024832
414,CMT,0.9783630007225392,0.9473101808464253,1.0104337317768026
400,VFG,1.0290800693073097,0.9434625555969844,1.1224672169161414
403,SSC,1.0708631846801655,0.9351290581275805,1.226299140569423
417,BBC,1.0737113297530767,0.9236607067412956,1.2481379918254105
408,LAF,0.977818027384483,0.9176114828273598,1.0419748581742283
402,TIE,0.9622564743227168,0.8961933373659673,1.033189473487317
413,CAV,1.2058798389651575,0.8939248943137553,1.6266983896213643
404,QBS,0.9250835523194172,0.860387578475746,0.9946442744884839
411,HLG,1.2181776381081388,0.8547674155197126,1.7360942064976277
410,KAC,1.189207115002721,0.7995972488930451,1.7686573638552643
423,PXL,0.7844645405527362,0.7640737544332551,0.8053994942426356
416,AGF,0.8663182814483841,0.7491124220838761,1.001862127294492
409,ICF,0.8652634277958622,0.6965607302760066,1.0748248744720168
407,KSH,0.8362958839231586,0.662271503379796,1.056048466373064
424,VLF,0.7385489458759964,0.54738952977031,0.9964650688211435
401,VHG,0.7044632833947244,0.47760588995808706,1.0390753717355252
422,GTT,0.7333333333333334,,
